theta_deg,h_m,dh_m,n,Rbar_meas_m,s_R_m,dRbar_meas_m,v0_calc_m_s,dv0_calc_m_s
0.0,1.015,0.005,5,1.816,0.023021728866442694,0.010295630140987007,3.9921084321433646,0.02467650412723821
